GeneID	Ensembl_protein_identifier
59047	ENSMUSP00000103508.2
59047	ENSMUSP00000096078.4
59047	ENSMUSP00000003044.8
59047	-
59048	ENSMUSP00000059224.8
59049	ENSMUSP00000154165.3
59049	ENSMUSP00000049676.8
59049	ENSMUSP00000154217.3
59050	ENSMUSP00000073161.8
59052	ENSMUSP00000147071.2
59052	ENSMUSP00000033163.7
59053	ENSMUSP00000023213.7
59054	ENSMUSP00000022245.9
59056	ENSMUSP00000031005.5
59056	ENSMUSP00000109791.2
59057	ENSMUSP00000122579.2
59057	ENSMUSP00000064637.6
59058	ENSMUSP00000026120.7
59069	ENSMUSP00000029549.9
59069	ENSMUSP00000113578.3
59069	ENSMUSP00000113219.2
59069	ENSMUSP00000113056.2
59069	ENSMUSP00000113978.2
59079	ENSMUSP00000140536.2
59079	ENSMUSP00000088813.5
59079	ENSMUSP00000140931.2
59079	ENSMUSP00000127607.2
59083	ENSMUSP00000112324.3
59083	ENSMUSP00000128989.2
59083	ENSMUSP00000023587.5
59090	ENSMUSP00000097091.4
59090	ENSMUSP00000046967.6
59091	ENSMUSP00000105052.3
59091	ENSMUSP00000017961.5
59092	ENSMUSP00000024260.7
59093	ENSMUSP00000001148.5
59093	-
59093	ENSMUSP00000129465.3
59093	ENSMUSP00000101051.3
59095	ENSMUSP00000083101.7
59125	ENSMUSP00000027642.4
59125	ENSMUSP00000140903.3
59126	ENSMUSP00000108516.2
59126	ENSMUSP00000049723.4
59287	ENSMUSP00000003550.5
59287	-
59288	ENSMUSP00000033156.5
59289	ENSMUSP00000148966.2
59289	ENSMUSP00000050119.4
59290	-
59290	ENSMUSP00000060147.8
59308	ENSMUSP00000112603.2
59308	ENSMUSP00000114102.2
59308	ENSMUSP00000142467.2
59310	ENSMUSP00000143165.2
59310	ENSMUSP00000142570.2
59310	ENSMUSP00000142495.2
59310	ENSMUSP00000005611.6
60315	ENSMUSP00000109312.3
60321	ENSMUSP00000112213.2
60322	ENSMUSP00000043222.8
60344	ENSMUSP00000122855.3
60345	ENSMUSP00000113317.2
60345	ENSMUSP00000001561.6
60345	ENSMUSP00000122558.2
60361	ENSMUSP00000046909.9
60363	ENSMUSP00000001790.5
60364	ENSMUSP00000023682.5
60365	ENSMUSP00000143190.2
60365	ENSMUSP00000044548.8
60367	ENSMUSP00000108686.2
60406	ENSMUSP00000034022.4
60409	-
60409	ENSMUSP00000034623.7
60411	ENSMUSP00000022227.7
60411	ENSMUSP00000070910.4
60425	ENSMUSP00000025806.4
60440	ENSMUSP00000032473.7
60440	ENSMUSP00000063390.6
60440	ENSMUSP00000157568.2
60441	ENSMUSP00000102047.2
60455	ENSMUSP00000025010.8
60504	ENSMUSP00000033000.7
60504	ENSMUSP00000145966.2
60505	ENSMUSP00000124668.2
60505	ENSMUSP00000029273.2
60507	ENSMUSP00000002902.7
60510	ENSMUSP00000073164.6
60510	-
60525	ENSMUSP00000029135.9
60527	ENSMUSP00000111659.3
60530	ENSMUSP00000126340.2
60530	ENSMUSP00000127489.2
60530	-
60530	ENSMUSP00000036932.5
60531	ENSMUSP00000031853.8
60532	ENSMUSP00000123961.2
60532	ENSMUSP00000007007.8
60532	ENSMUSP00000124205.2
60532	ENSMUSP00000124138.2
60533	ENSMUSP00000016640.8
60534	-
60534	ENSMUSP00000030165.5
60594	ENSMUSP00000069055.5
60595	ENSMUSP00000066068.8
60595	ENSMUSP00000151028.2
60596	ENSMUSP00000142138.2
60596	ENSMUSP00000048918.7
60597	ENSMUSP00000023291.6
60599	-
60599	ENSMUSP00000029865.4
60611	ENSMUSP00000003238.8
60613	ENSMUSP00000030376.8
63828	ENSMUSP00000099303.4
63828	ENSMUSP00000026175.3
63830	-
63856	ENSMUSP00000156668.2
63856	ENSMUSP00000156629.2
63856	ENSMUSP00000063201.3
63857	ENSMUSP00000134815.2
63857	ENSMUSP00000034308.9
63859	ENSMUSP00000108876.3
63872	ENSMUSP00000104093.2
63873	ENSMUSP00000071859.3
63873	ENSMUSP00000107844.2
63913	ENSMUSP00000115822.2
63953	ENSMUSP00000045838.8
63954	ENSMUSP00000030848.3
63955	ENSMUSP00000129463.2
63955	ENSMUSP00000040639.8
63958	ENSMUSP00000158872.2
63958	ENSMUSP00000099501.4
63959	ENSMUSP00000131976.2
63959	ENSMUSP00000094923.4
63959	ENSMUSP00000126703.2
63959	ENSMUSP00000063757.7
63959	ENSMUSP00000063096.7
63959	ENSMUSP00000129242.2
63985	ENSMUSP00000107448.2
63986	ENSMUSP00000077889.7
63986	ENSMUSP00000103924.2
63986	ENSMUSP00000103927.3
63993	ENSMUSP00000093379.4
64008	ENSMUSP00000050127.6
64008	ENSMUSP00000074063.3
64008	-
64008	ENSMUSP00000109200.2
64009	ENSMUSP00000150262.2
64009	ENSMUSP00000093587.4
64009	ENSMUSP00000039440.6
64010	ENSMUSP00000021467.8
64011	ENSMUSP00000070113.5
64050	ENSMUSP00000020382.7
64051	ENSMUSP00000037576.9
64058	ENSMUSP00000019998.8
64059	ENSMUSP00000099700.2
64074	ENSMUSP00000024660.9
64074	ENSMUSP00000156572.2
64075	ENSMUSP00000105976.3
64075	ENSMUSP00000021564.5
64082	ENSMUSP00000023494.7
64082	ENSMUSP00000110387.2
64085	ENSMUSP00000124081.2
64085	ENSMUSP00000035027.7
64095	ENSMUSP00000139648.2
64095	ENSMUSP00000070832.7
64095	ENSMUSP00000126914.2
64099	ENSMUSP00000131443.2
64099	ENSMUSP00000023074.3
64103	ENSMUSP00000033602.9
64113	ENSMUSP00000137010.2
64113	ENSMUSP00000133459.3
64136	ENSMUSP00000023453.8
64138	ENSMUSP00000016400.9
64139	ENSMUSP00000097050.3
64139	ENSMUSP00000153101.2
64143	ENSMUSP00000004565.9
64144	ENSMUSP00000025053.9
64176	ENSMUSP00000082254.6
64176	ENSMUSP00000146049.2
64176	ENSMUSP00000127245.2
64177	ENSMUSP00000031902.7
64209	ENSMUSP00000034220.8
64209	ENSMUSP00000124201.2
64213	ENSMUSP00000111077.4
64213	ENSMUSP00000080341.7
64213	ENSMUSP00000111079.2
64213	ENSMUSP00000062886.6
64213	ENSMUSP00000076334.3
64213	ENSMUSP00000000674.7
64213	ENSMUSP00000057326.8
64214	ENSMUSP00000027603.4
64242	ENSMUSP00000105806.3
64242	ENSMUSP00000021420.8
64243	-
64244	-
64245	-
64290	ENSMUSP00000096197.3
64291	ENSMUSP00000113914.2
64291	ENSMUSP00000112681.2
64291	ENSMUSP00000113735.2
64291	ENSMUSP00000113841.2
64291	ENSMUSP00000112895.2
64291	ENSMUSP00000073957.5
64291	-
64291	ENSMUSP00000157209.2
64291	ENSMUSP00000157342.2
64291	ENSMUSP00000157020.2
64291	ENSMUSP00000113268.2
64292	ENSMUSP00000099916.4
64293	ENSMUSP00000092432.5
64294	ENSMUSP00000027425.10
64295	ENSMUSP00000030799.9
64296	ENSMUSP00000008094.9
64297	ENSMUSP00000146777.2
64297	ENSMUSP00000008878.9
64335	ENSMUSP00000104995.2
64335	ENSMUSP00000017147.8
64337	ENSMUSP00000110760.4
64337	ENSMUSP00000131648.2
64339	ENSMUSP00000047185.8
64339	ENSMUSP00000127404.2
64340	ENSMUSP00000047865.8
64378	ENSMUSP00000087959.6
64379	ENSMUSP00000127446.2
64379	ENSMUSP00000034185.7
64380	ENSMUSP00000072512.4
64380	ENSMUSP00000113130.2
64381	ENSMUSP00000025636.7
64383	ENSMUSP00000147217.2
64383	ENSMUSP00000132783.2
64383	ENSMUSP00000072732.5
64384	ENSMUSP00000101663.4
64384	ENSMUSP00000026559.8
64384	ENSMUSP00000114247.2
64385	ENSMUSP00000157036.2
64385	ENSMUSP00000157006.2
64385	ENSMUSP00000136139.2
64385	ENSMUSP00000050478.7
64406	ENSMUSP00000097620.3
64424	ENSMUSP00000029999.9
64424	ENSMUSP00000121007.2
64435	ENSMUSP00000108096.3
64435	ENSMUSP00000027670.4
64436	ENSMUSP00000109724.2
64436	ENSMUSP00000119485.2
64436	-
64450	ENSMUSP00000053837.8
64450	ENSMUSP00000111155.2
64450	ENSMUSP00000111154.2
64451	ENSMUSP00000043710.8
64451	ENSMUSP00000125184.2
64452	ENSMUSP00000020450.4
64453	ENSMUSP00000056340.7
64454	ENSMUSP00000113582.2
64540	ENSMUSP00000113085.2
64540	ENSMUSP00000159235.2
64540	ENSMUSP00000026585.8
64580	ENSMUSP00000133341.3
64602	ENSMUSP00000034843.8
64652	ENSMUSP00000132413.2
64652	ENSMUSP00000022469.7
64654	ENSMUSP00000000186.7
64655	ENSMUSP00000035034.9
64656	ENSMUSP00000113512.2
64656	ENSMUSP00000122963.2
64656	ENSMUSP00000024486.8
64657	ENSMUSP00000113460.2
64657	ENSMUSP00000113343.2
64657	ENSMUSP00000055301.7
64658	ENSMUSP00000114402.2
64659	ENSMUSP00000107285.2
64659	ENSMUSP00000120075.2
64660	ENSMUSP00000119535.2
64661	ENSMUSP00000096159.2
64661	ENSMUSP00000139443.2
64661	ENSMUSP00000139461.2
64661	ENSMUSP00000140737.2
64685	ENSMUSP00000108325.3
64685	ENSMUSP00000120647.2
64685	ENSMUSP00000028314.3
64697	ENSMUSP00000025598.4
64704	ENSMUSP00000087073.7
64705	ENSMUSP00000105935.2
64705	ENSMUSP00000022915.4
64706	ENSMUSP00000016907.8
64706	ENSMUSP00000044835.6
64706	ENSMUSP00000130131.2
64707	ENSMUSP00000027956.3
64817	ENSMUSP00000045856.9
64818	ENSMUSP00000056525.7
64833	ENSMUSP00000051333.5
64898	ENSMUSP00000118610.2
64898	ENSMUSP00000119282.2
64899	ENSMUSP00000043053.7
64899	ENSMUSP00000105082.3
64918	ENSMUSP00000015941.8
64929	ENSMUSP00000093233.4
64930	ENSMUSP00000109500.2
64930	ENSMUSP00000109498.3
64930	ENSMUSP00000028155.6
64931	ENSMUSP00000034409.8
64931	ENSMUSP00000063632.4
64931	ENSMUSP00000113459.2
64933	ENSMUSP00000128446.2
64933	ENSMUSP00000147967.2
64934	ENSMUSP00000020705.5
64945	ENSMUSP00000111105.2
64945	ENSMUSP00000136988.2
64945	ENSMUSP00000111106.2
64945	ENSMUSP00000061928.8
65019	ENSMUSP00000099435.5
65020	ENSMUSP00000004614.9
65079	ENSMUSP00000062924.6
65086	ENSMUSP00000037712.3
65098	ENSMUSP00000146878.2
65098	ENSMUSP00000146518.2
65098	ENSMUSP00000147192.2
65098	ENSMUSP00000135968.2
65098	ENSMUSP00000146682.2
65098	ENSMUSP00000069228.3
65099	ENSMUSP00000034783.5
65099	ENSMUSP00000108871.3
65100	ENSMUSP00000035754.7
65102	ENSMUSP00000084799.7
65103	ENSMUSP00000028336.7
65105	ENSMUSP00000031351.5
65106	ENSMUSP00000041503.7
65107	ENSMUSP00000022782.9
65111	ENSMUSP00000103115.5
65111	ENSMUSP00000088456.5
65111	ENSMUSP00000134422.2
65112	ENSMUSP00000115534.3
65112	ENSMUSP00000039950.7
65113	ENSMUSP00000025293.4
65113	ENSMUSP00000158314.2
65114	ENSMUSP00000034131.9
65115	ENSMUSP00000129403.2
65115	ENSMUSP00000090931.6
65115	ENSMUSP00000132056.2
65115	ENSMUSP00000148283.2
65116	ENSMUSP00000147844.2
65116	ENSMUSP00000148014.2
65116	ENSMUSP00000147977.2
65116	ENSMUSP00000007981.4
65221	ENSMUSP00000025646.3
65246	ENSMUSP00000154350.2
65246	ENSMUSP00000022696.7
65246	ENSMUSP00000153855.2
65247	ENSMUSP00000084054.6
65247	ENSMUSP00000140731.2
65247	ENSMUSP00000140281.2
65254	ENSMUSP00000110377.2
65254	ENSMUSP00000098985.4
65254	ENSMUSP00000085400.5
65255	ENSMUSP00000040331.6
65256	ENSMUSP00000117595.2
65256	ENSMUSP00000021617.8
65257	ENSMUSP00000020551.7
65257	ENSMUSP00000144900.2
65945	ENSMUSP00000101316.2
65945	ENSMUSP00000036962.7
65957	-
65958	-
65958	-
65958	-
65958	-
65959	-
65960	ENSMUSP00000024906.5
65961	ENSMUSP00000087896.5
65962	ENSMUSP00000157103.2
65962	ENSMUSP00000002572.5
65962	ENSMUSP00000019684.6
65962	ENSMUSP00000157065.2
65963	ENSMUSP00000131064.2
65963	ENSMUSP00000098972.5
65963	ENSMUSP00000144864.2
65963	ENSMUSP00000128705.2
65963	ENSMUSP00000145395.2
65964	ENSMUSP00000118983.2
65964	ENSMUSP00000088334.6
65964	-
65967	ENSMUSP00000144839.2
65967	ENSMUSP00000145480.2
65967	ENSMUSP00000144824.2
65967	ENSMUSP00000131207.2
65969	ENSMUSP00000089009.6
65970	ENSMUSP00000073371.4
65970	ENSMUSP00000104652.3
65971	ENSMUSP00000113902.2
65971	ENSMUSP00000036422.6
65971	ENSMUSP00000113253.2
65972	ENSMUSP00000159394.2
65973	ENSMUSP00000103977.3
65973	ENSMUSP00000081978.5
65973	ENSMUSP00000103974.2
65973	ENSMUSP00000103971.2
65973	ENSMUSP00000103970.2
65973	ENSMUSP00000103972.2
65973	ENSMUSP00000049018.7
65973	ENSMUSP00000116899.2
65973	ENSMUSP00000103976.2
65973	ENSMUSP00000077273.7
65973	ENSMUSP00000100069.4
66011	ENSMUSP00000099879.4
66039	ENSMUSP00000098374.5
66039	ENSMUSP00000139270.2
66042	ENSMUSP00000040230.6
66043	ENSMUSP00000101005.2
66043	ENSMUSP00000003156.9
66043	ENSMUSP00000101006.2
66044	ENSMUSP00000028917.7
66046	ENSMUSP00000114963.2
66046	ENSMUSP00000113602.2
66047	ENSMUSP00000039951.5
66048	ENSMUSP00000104120.2
66048	ENSMUSP00000060892.4
66049	ENSMUSP00000144481.2
66050	ENSMUSP00000104726.2
66050	ENSMUSP00000007921.3
66052	ENSMUSP00000106968.4
66053	ENSMUSP00000023455.6
66053	ENSMUSP00000155861.2
66053	ENSMUSP00000131422.3
66054	ENSMUSP00000128696.2
66054	ENSMUSP00000025546.10
66055	ENSMUSP00000043662.8
66056	ENSMUSP00000146921.2
66056	ENSMUSP00000147095.2
66056	ENSMUSP00000083533.4
66058	ENSMUSP00000131775.2
66058	ENSMUSP00000098969.5
66059	ENSMUSP00000043540.7
66059	ENSMUSP00000130372.3
66060	ENSMUSP00000129683.2
66060	ENSMUSP00000051708.4
66061	ENSMUSP00000079194.8
66061	ENSMUSP00000014220.9
66065	ENSMUSP00000103381.4
66065	ENSMUSP00000147715.2
66066	ENSMUSP00000031670.9
66067	ENSMUSP00000023348.5
66067	ENSMUSP00000123974.2
66067	ENSMUSP00000125352.2
66069	ENSMUSP00000067200.5
66070	ENSMUSP00000004200.9
66070	ENSMUSP00000149476.2
66071	ENSMUSP00000076433.7
66072	ENSMUSP00000025570.7
66073	ENSMUSP00000030296.9
66074	ENSMUSP00000125314.2
66075	ENSMUSP00000123220.2
66075	ENSMUSP00000070149.5
66075	ENSMUSP00000110743.2
66077	ENSMUSP00000081114.6
66077	ENSMUSP00000101216.2
66077	ENSMUSP00000101217.2
66078	ENSMUSP00000104270.2
66078	ENSMUSP00000104269.2
66078	ENSMUSP00000046911.8
66078	ENSMUSP00000145965.2
66078	ENSMUSP00000104267.4
66079	ENSMUSP00000149571.2
66079	ENSMUSP00000081784.6
66082	ENSMUSP00000153068.2
66082	ENSMUSP00000129169.2
66083	ENSMUSP00000034096.5
66084	ENSMUSP00000043355.5
66085	ENSMUSP00000033342.7
66086	ENSMUSP00000023357.8
66087	ENSMUSP00000032425.6
66089	ENSMUSP00000001081.4
66090	ENSMUSP00000101963.2
66090	ENSMUSP00000037332.6
66090	ENSMUSP00000128753.2
66091	ENSMUSP00000075953.5
66092	ENSMUSP00000046212.10
66092	ENSMUSP00000129712.3
66094	-
66094	ENSMUSP00000044993.9
66096	ENSMUSP00000056693.7
66098	ENSMUSP00000109179.4
66098	ENSMUSP00000032172.9
66101	ENSMUSP00000101928.3
66101	ENSMUSP00000101924.2
66101	ENSMUSP00000101925.2
66102	ENSMUSP00000019064.3
66102	-
66104	ENSMUSP00000033783.2
66105	ENSMUSP00000101898.4
66105	ENSMUSP00000143301.2
66105	ENSMUSP00000130096.2
66105	ENSMUSP00000143065.2
66105	ENSMUSP00000143608.2
66105	ENSMUSP00000143606.2
66105	ENSMUSP00000142612.2
66106	ENSMUSP00000108140.2
66107	ENSMUSP00000064479.3
66108	ENSMUSP00000144904.2
66109	ENSMUSP00000020896.9
66111	ENSMUSP00000058723.7
66112	ENSMUSP00000035804.7
66113	ENSMUSP00000113413.2
66113	ENSMUSP00000034584.4
66114	ENSMUSP00000094318.4
66116	ENSMUSP00000124488.4
66117	ENSMUSP00000019833.5
66118	ENSMUSP00000151656.2
66118	ENSMUSP00000100863.3
66118	-
66119	ENSMUSP00000108926.2
66119	ENSMUSP00000108927.4
66120	ENSMUSP00000003445.7
66121	ENSMUSP00000071202.4
66123	-
66124	ENSMUSP00000113226.2
66124	ENSMUSP00000113172.2
66124	ENSMUSP00000113313.2
66124	ENSMUSP00000114105.2
66124	ENSMUSP00000112796.2
66124	ENSMUSP00000048415.5
66125	ENSMUSP00000100771.4
66126	ENSMUSP00000150169.2
66126	ENSMUSP00000013966.7
66126	ENSMUSP00000150536.2
66126	ENSMUSP00000128173.2
66128	ENSMUSP00000104954.2
66128	ENSMUSP00000104957.2
66129	ENSMUSP00000152323.2
66131	ENSMUSP00000149833.2
66131	ENSMUSP00000034964.7
66132	ENSMUSP00000021411.8
66136	ENSMUSP00000133651.2
66136	ENSMUSP00000109299.3
66138	ENSMUSP00000071600.4
66138	ENSMUSP00000106836.2
66138	ENSMUSP00000083146.5
66139	ENSMUSP00000128491.2
66139	ENSMUSP00000009358.3
66140	ENSMUSP00000020794.6
66141	ENSMUSP00000026565.7
66142	ENSMUSP00000033582.5
66143	ENSMUSP00000001757.8
66144	ENSMUSP00000004396.7
66146	ENSMUSP00000030628.8
66147	ENSMUSP00000030760.9
66148	ENSMUSP00000154390.2
66151	ENSMUSP00000125784.2
66151	ENSMUSP00000023810.6
66152	ENSMUSP00000054856.5
66152	-
66153	ENSMUSP00000095276.4
66154	ENSMUSP00000021790.6
66155	ENSMUSP00000106933.4
66155	ENSMUSP00000078914.3
66156	ENSMUSP00000097714.4
66156	ENSMUSP00000026128.4
66158	ENSMUSP00000086158.4
66161	ENSMUSP00000032585.7
66162	ENSMUSP00000114873.2
66163	ENSMUSP00000150112.2
66163	ENSMUSP00000003386.6
66164	ENSMUSP00000126153.2
66164	ENSMUSP00000034392.6
66165	ENSMUSP00000033282.5
66166	ENSMUSP00000142428.2
66166	ENSMUSP00000129862.3
66166	ENSMUSP00000126821.3
66167	ENSMUSP00000133026.2
66168	ENSMUSP00000023225.7
66169	ENSMUSP00000030851.7
66170	ENSMUSP00000044253.5
66171	ENSMUSP00000116524.2
66171	ENSMUSP00000034264.5
66172	ENSMUSP00000019067.8
66174	ENSMUSP00000002881.5
66174	ENSMUSP00000152599.2
66175	ENSMUSP00000048427.7
66176	ENSMUSP00000099330.2
66176	ENSMUSP00000099327.2
66176	ENSMUSP00000099329.5
66177	ENSMUSP00000125540.2
66177	ENSMUSP00000124672.2
66177	ENSMUSP00000124506.2
66177	ENSMUSP00000124812.2
66177	ENSMUSP00000123971.2
66177	-
66177	-
66179	ENSMUSP00000026169.7
66180	ENSMUSP00000065278.7
66181	ENSMUSP00000028553.4
66183	ENSMUSP00000131241.2
66183	ENSMUSP00000062794.8
66185	ENSMUSP00000103943.3
66185	ENSMUSP00000058078.7
66190	ENSMUSP00000112884.2
66190	ENSMUSP00000033020.8
66191	ENSMUSP00000026487.5
66192	ENSMUSP00000015433.4
66193	ENSMUSP00000101477.3
66194	ENSMUSP00000049605.8
66195	ENSMUSP00000029527.6
66196	-
66196	ENSMUSP00000091502.5
66196	-
66197	ENSMUSP00000075250.6
66198	ENSMUSP00000029794.6
66199	ENSMUSP00000069078.8
66199	ENSMUSP00000151102.2
66200	ENSMUSP00000097912.3
66200	ENSMUSP00000131634.2
66201	ENSMUSP00000119829.2
66202	ENSMUSP00000035154.4
66203	ENSMUSP00000029520.8
66204	ENSMUSP00000112609.2
66204	ENSMUSP00000070555.8
66204	ENSMUSP00000008966.7
66205	ENSMUSP00000074188.5
66205	ENSMUSP00000028356.9
66206	ENSMUSP00000048395.4
66208	ENSMUSP00000046311.10
66209	ENSMUSP00000092673.5
66209	ENSMUSP00000103150.2
66211	ENSMUSP00000129325.2
66211	ENSMUSP00000038326.9
66212	ENSMUSP00000067681.6
66213	ENSMUSP00000020665.7
66213	ENSMUSP00000131852.2
66213	ENSMUSP00000104855.4
66214	ENSMUSP00000022595.8
66218	ENSMUSP00000022980.4
66220	ENSMUSP00000099929.5
66220	ENSMUSP00000080521.7
66222	ENSMUSP00000075690.7
66223	ENSMUSP00000066493.3
66225	ENSMUSP00000118254.3
66225	ENSMUSP00000020444.9
66226	ENSMUSP00000107811.2
66226	ENSMUSP00000112195.2
66229	ENSMUSP00000092888.5
66230	ENSMUSP00000038305.6
66231	-
66231	ENSMUSP00000153123.2
66231	ENSMUSP00000153560.2
66231	ENSMUSP00000065819.9
66233	-
66233	ENSMUSP00000099748.4
66234	ENSMUSP00000034015.5
66235	ENSMUSP00000084387.7
66236	-
66236	-
66237	ENSMUSP00000134733.2
66237	ENSMUSP00000069482.9
66240	ENSMUSP00000127773.2
66241	ENSMUSP00000128185.2
66241	ENSMUSP00000113416.2
66241	ENSMUSP00000065409.9
66242	ENSMUSP00000055619.4
66242	-
66244	ENSMUSP00000021368.9
66245	ENSMUSP00000078886.5
66246	ENSMUSP00000124039.2
66248	ENSMUSP00000035879.4
66249	ENSMUSP00000020317.8
66251	ENSMUSP00000154712.2
66251	ENSMUSP00000064893.8
66253	ENSMUSP00000125366.2
66253	ENSMUSP00000019942.6
66253	ENSMUSP00000101174.4
66254	ENSMUSP00000022203.9
66255	ENSMUSP00000132852.2
66255	ENSMUSP00000158095.2
66256	ENSMUSP00000141922.2
66256	ENSMUSP00000141441.2
66256	ENSMUSP00000141325.2
66256	ENSMUSP00000045456.8
66257	ENSMUSP00000035227.7
66258	ENSMUSP00000112993.2
66258	ENSMUSP00000112779.2
66258	ENSMUSP00000040281.6
66258	ENSMUSP00000114012.2
66258	ENSMUSP00000114125.2
66259	ENSMUSP00000060349.4
66260	ENSMUSP00000030577.4
66260	ENSMUSP00000101679.4
66260	ENSMUSP00000030575.9
66261	ENSMUSP00000027331.3
66262	ENSMUSP00000027505.7
66263	-
66264	ENSMUSP00000030586.9
66266	ENSMUSP00000106341.4
66266	ENSMUSP00000123698.2
66268	ENSMUSP00000116929.2
66269	ENSMUSP00000034393.6
66270	ENSMUSP00000022881.8
66270	ENSMUSP00000154471.2
66270	ENSMUSP00000154765.2
66270	ENSMUSP00000154070.2
66270	ENSMUSP00000106068.2
66271	ENSMUSP00000032844.6
66271	-
66272	ENSMUSP00000127295.2
66272	ENSMUSP00000105969.3
66272	ENSMUSP00000130935.2
66272	ENSMUSP00000002757.4
66273	ENSMUSP00000115672.2
66273	ENSMUSP00000072508.6
66273	ENSMUSP00000116214.2
66273	ENSMUSP00000121940.2
66274	ENSMUSP00000127853.2
66276	ENSMUSP00000093970.4
66276	-
66277	ENSMUSP00000032174.6
66278	ENSMUSP00000121637.3
66279	ENSMUSP00000034632.9
66282	ENSMUSP00000026681.6
66283	ENSMUSP00000032129.2
66284	ENSMUSP00000032128.5
66286	ENSMUSP00000025394.7
66289	ENSMUSP00000027816.5
66290	ENSMUSP00000048770.7
66291	ENSMUSP00000103766.2
66291	ENSMUSP00000103769.2
66291	ENSMUSP00000029972.4
66291	ENSMUSP00000103768.4
66291	-
66291	ENSMUSP00000103767.2
66292	ENSMUSP00000066990.5
66293	-
66293	-
66293	-
66294	ENSMUSP00000114748.2
66294	ENSMUSP00000109775.2
66294	ENSMUSP00000109779.4
66296	ENSMUSP00000106334.2
66296	ENSMUSP00000117299.2
66298	ENSMUSP00000076041.3
66300	ENSMUSP00000127027.2
66302	ENSMUSP00000029888.4
66306	ENSMUSP00000095226.4
66306	ENSMUSP00000037034.6
66307	ENSMUSP00000025503.9
66308	ENSMUSP00000059154.4
66309	ENSMUSP00000113758.2
66309	ENSMUSP00000084788.4
66310	ENSMUSP00000108190.4
66310	ENSMUSP00000156795.2
66310	ENSMUSP00000156830.2
66310	ENSMUSP00000126702.2
66311	ENSMUSP00000097565.5
66313	ENSMUSP00000090177.3
66313	ENSMUSP00000099356.4
66314	ENSMUSP00000000844.9
66314	ENSMUSP00000068888.3
66314	ENSMUSP00000104428.2
66314	ENSMUSP00000104427.4
66314	ENSMUSP00000138837.2
66314	ENSMUSP00000117690.2
66314	-
66315	ENSMUSP00000043023.6
66315	ENSMUSP00000156009.2
66315	ENSMUSP00000144116.2
66315	ENSMUSP00000086779.3
66315	ENSMUSP00000086776.4
66317	ENSMUSP00000113560.2
66317	ENSMUSP00000123077.3
66317	ENSMUSP00000056359.7
66320	ENSMUSP00000096052.3
66320	ENSMUSP00000104997.2
66320	ENSMUSP00000138470.2
66320	ENSMUSP00000015000.5
66322	ENSMUSP00000023781.8
66323	ENSMUSP00000068238.6
66326	ENSMUSP00000112849.2
66326	ENSMUSP00000127515.2
66326	ENSMUSP00000029132.5
66328	ENSMUSP00000028918.3
66329	ENSMUSP00000061423.7
66329	ENSMUSP00000021816.6
66330	ENSMUSP00000042098.5
66333	ENSMUSP00000146215.2
66334	-
66335	ENSMUSP00000022904.7
66336	ENSMUSP00000021818.8
66337	ENSMUSP00000118545.2
66337	ENSMUSP00000123540.2
66337	ENSMUSP00000121946.2
66337	ENSMUSP00000118928.2
66337	ENSMUSP00000121708.2
66337	ENSMUSP00000063508.3
66338	ENSMUSP00000048844.4
66340	ENSMUSP00000146469.2
66340	ENSMUSP00000044682.7
66341	ENSMUSP00000147261.2
66343	ENSMUSP00000042416.6
66344	ENSMUSP00000046325.4
66346	ENSMUSP00000074190.4
66349	ENSMUSP00000076563.6
66349	ENSMUSP00000083115.4
66350	ENSMUSP00000029629.9
66350	ENSMUSP00000053651.7
66352	ENSMUSP00000083196.4
66352	ENSMUSP00000113479.2
66352	ENSMUSP00000027866.5
66353	ENSMUSP00000029785.3
66354	ENSMUSP00000021428.8
66355	ENSMUSP00000000260.6
66356	ENSMUSP00000068142.7
66356	ENSMUSP00000114727.4
66356	ENSMUSP00000102159.2
66356	ENSMUSP00000102160.6
66357	ENSMUSP00000046480.8
66358	ENSMUSP00000112064.2
66359	ENSMUSP00000027781.7
66361	ENSMUSP00000104014.2
66361	ENSMUSP00000037459.6
66362	ENSMUSP00000030003.4
66364	ENSMUSP00000159173.2
66365	ENSMUSP00000082090.5
66365	ENSMUSP00000032842.7
66366	ENSMUSP00000086025.5
66366	ENSMUSP00000006035.7
66367	ENSMUSP00000139423.2
66367	ENSMUSP00000140651.2
66367	ENSMUSP00000066803.8
66368	ENSMUSP00000000348.9
66369	ENSMUSP00000034375.5
66371	ENSMUSP00000029049.6
66373	ENSMUSP00000126565.3
66374	ENSMUSP00000020341.9
66375	ENSMUSP00000021512.10
66377	ENSMUSP00000038463.7
66379	ENSMUSP00000023761.3
66380	ENSMUSP00000090374.4
66381	ENSMUSP00000138536.2
66383	ENSMUSP00000026937.6
66384	ENSMUSP00000072386.4
66384	ENSMUSP00000112826.2
66385	ENSMUSP00000027494.5
66387	ENSMUSP00000025802.4
66388	ENSMUSP00000107678.4
66388	ENSMUSP00000026199.8
66390	ENSMUSP00000016401.9
66392	ENSMUSP00000100019.4
66394	ENSMUSP00000103460.3
66394	ENSMUSP00000003513.4
66395	ENSMUSP00000090632.4
66395	-
66395	ENSMUSP00000090633.3
66395	-
66396	ENSMUSP00000106212.3
66396	ENSMUSP00000150947.2
66397	ENSMUSP00000020653.6
66398	ENSMUSP00000105416.3
66398	ENSMUSP00000069159.6
66399	ENSMUSP00000042134.5
