"logFC","logCPM","LR","PValue","FDR","gene_id","entrez_id"
-6.2829949686446,-0.227016066545306,188.229446796799,7.74129914114456e-43,2.49102863147693e-40,"NM_011700_9_+_1","22351"
-7.89543837147053,1.05028519438988,183.204686196042,9.67699691576704e-42,3.05402300739717e-39,"NR_040456_dup1_7_-_2","100417831"
4.71863869813659,2.11000246914614,181.458259330763,2.32825252870941e-41,7.20923627333022e-39,"NM_026280_11_-_1","67622"
-1.79913548063405,4.01614954748709,180.801755383877,3.23866996049751e-41,9.8425579114305e-39,"NM_134095_15_-_1","28075"
-7.17892469592895,1.82179279092576,177.204760934792,1.97587875852599e-40,5.8956629647582e-38,"NM_001205072_7_+_1","66124"
-7.51002845873501,1.03944226949953,176.418750804013,2.93355964422938e-40,8.59690130740148e-38,"NR_040453_dup1_7_-_2","100417829"
-2.16755354860332,5.95710801917529,175.234134916179,5.322036192686e-40,1.53227957821351e-37,"NM_011937_18_-_1","26384"
3.37259737700399,0.928298989395685,174.089570201109,9.46289508380287e-40,2.67750984862567e-37,"NM_016712_3_+_1","50874"
-2.86105713455033,3.5094148280237,168.647818835625,1.46050514114684e-38,4.06243218158658e-36,"NM_025504_7_+_1","66349"
2.28877262933199,4.1033726283031,162.714356451652,2.88818038752845e-37,7.89965472328824e-35,"NM_173734_2_-_1","211499"
-6.20870233152215,0.484782608806947,161.083104043981,6.56157331052471e-37,1.76527835408231e-34,"NM_207244_16_+_1","239849"
-12.0133210064166,4.23555577138525,158.688524260327,2.18875497451799e-36,5.79349320755077e-34,"NM_177578_4_+_1","195564"
-2.03277626264223,1.98416884840404,158.386672640291,2.54772047404557e-36,6.63660963485109e-34,"NR_003363_17_-_1","625054"
-3.91841104361925,1.94000148588264,156.334607110635,7.15400107125497e-36,1.83444236844321e-33,"NM_008635_10_+_1","17761"
2.31726025198942,4.07254667872711,156.169727191423,7.77281828153914e-36,1.96245724335906e-33,"NR_002928_8_-_1","384864"
-6.83268451770739,0.417409471237532,149.42081629912,2.32036916958657e-34,5.76963309728563e-32,"NR_028109_13_+_1","68675"
10.5669751363006,4.9602166431036,149.364105063091,2.38755364473176e-34,5.84808102443178e-32,"NM_001113368_7_-_1","26367"
-5.64033473134404,1.97596608740797,149.193794394818,2.60123840711164e-34,6.27778286751604e-32,"NM_008189_17_-_1","14913"
2.45306893318317,5.34382974789971,146.434120719799,1.04336635790201e-33,2.48154859413478e-31,"NM_001113533_17_-_1","60532"
-6.25295837624787,1.73876147206924,145.739174974049,1.48034072838892e-33,3.47055309908436e-31,"NM_172618_17_-_1","224671"
-6.37530899869162,1.52079277040405,143.012002073951,5.84260755866926e-33,1.35046524852565e-30,"NR_027515_2_-_1","67889"
4.5064563202233,2.16606569711928,140.453000764723,2.11911267864872e-32,4.83010530129224e-30,"NR_036450_2_+_1","433520"
-5.17752763991991,3.39133572862453,140.05438010332,2.59013313387608e-32,5.82283217260828e-30,"NM_001305668_15_-_1","66914"
-0.947280105168251,5.44893082157677,139.810458479423,2.92861502926619e-32,6.49479746557939e-30,"NM_021537_1_-_1","59041"
-5.58077193862892,4.72142152487447,137.68981864866,8.51973500936212e-32,1.86423161651522e-29,"NM_001163031_8_-_1","26364"
-7.46289907177358,1.59360526613037,137.033767594477,1.1855184018976e-31,2.55993980178177e-29,"NM_001301308_6_-_1","11857"
5.84098717685986,1.83842101920083,136.090499566605,1.90640444167596e-31,4.06311731069405e-29,"NM_001044703_5_+_1","22697"
-2.11539750989635,2.38896141972123,131.676367733545,1.76111772043298e-30,3.70534652692636e-28,"NM_001039231_5_-_1","626391"
6.98795180494765,1.46378588817912,131.4826950982,1.9415957039488e-30,4.03335786044351e-28,"NM_025581_18_-_1","66468"
3.06737312877243,3.60561914514171,130.167869868708,3.76547455196794e-30,7.72440035904324e-28,"NM_026812_7_+_1","68695"
-2.40410636978105,3.56701169415127,129.388887107708,5.57516506714071e-30,1.12955597428205e-27,"NM_026158_7_-_1","67441"
-4.10852903343091,0.740544988338952,128.825829715975,7.4038390910354e-30,1.48176101613393e-27,"NR_040401_9_+_1","320295"
2.04460384214833,3.84862221540303,128.335568746313,9.47831937624847e-30,1.87408071426041e-27,"NM_001305935_9_+_1","12040"
1.91099320979474,3.21622374189512,122.97076822015,1.41518581849699e-28,2.7648350556374e-26,"NM_001122666_5_-_1","71954"
-5.33924103535325,1.87806819685329,122.391321781558,1.89517019110058e-28,3.65901623601783e-26,"NM_010586_6_-_1","16439"
5.64228790892263,1.21974853939747,122.020610958586,2.28452229092128e-28,4.35945294375687e-26,"NM_001110516_4_-_1","231004"
-1.93713250620647,3.80306765906087,121.6368596506,2.77203775905495e-28,5.22895536366101e-26,"NM_144811_15_-_1","52609"
1.79801654984553,3.85992548613598,121.227088014882,3.40801176193659e-28,6.35555466194788e-26,"NM_026159_6_+_1","67442"
-2.67515393546091,2.55088294363402,118.807799670736,1.1538521122963e-27,2.12762550729152e-25,"NR_040355_4_+_1","70005"
-4.87325247395283,3.04235966900471,118.538770502423,1.32145808204709e-27,2.40960539827497e-25,"NM_001040696_11_-_1","637515"
-4.39682133130481,2.38866679539751,116.862681388248,3.07647478262903e-27,5.54813490744231e-25,"NM_001252574_2_-_1","228875"
2.90591333829604,10.2022028824399,115.099752058203,7.48367153401197e-27,1.33494058200729e-24,"NR_002875_14_+_1","218963"
2.07087550338841,6.68085314578219,112.52473678367,2.74222187608822e-26,4.83898959231009e-24,"NM_001301067_4_-_1","12331"
7.24541796763573,2.12129304702148,111.399886711356,4.8362080090229e-26,8.44329889745477e-24,"NM_001113238_3_+_1","329693"
1.9893958085668,3.44143651707357,110.632078002721,7.12374625179704e-26,1.23060841829728e-23,"NM_011663_11_+_1","22183"
-5.00189693706018,2.14099618899614,110.248860234951,8.64298059073755e-26,1.47749952577702e-23,"NM_001111107_13_-_1","218100"
-5.53862952969433,3.85312510456752,109.587121970066,1.20682055247458e-25,2.04176619450106e-23,"NM_001270996_8_-_1","11502"
1.78103760152758,2.16204286427783,109.432368129467,1.30481387092189e-25,2.185030656704e-23,"NM_027192_2_+_1","69737"
-1.74102626683013,4.34418981002594,108.67906422394,1.9080952803739e-25,3.1630052167895e-23,"NM_011899_12_+_1","24067"
1.78887567672677,3.32836765123636,107.443044728726,3.55990242312217e-25,5.8421558665858e-23,"NM_001080969_11_-_1","66628"
-3.60025147044524,0.816895210454741,107.377732568724,3.67917238648353e-25,5.97810871629516e-23,"NM_001025307_19_-_1","20908"
-2.48268290937932,3.36806570820796,105.336431784052,1.03063729540495e-24,1.65821457400889e-22,"NM_018859_13_-_1","56043"
3.24599525799274,6.10096419142788,104.377097275511,1.6725271855864e-24,2.66483918860761e-22,"NR_002445_16_+_1","170658"
1.19817760090052,4.28769744175799,103.546900827285,2.54302276946231e-24,4.0128410259275e-22,"NM_025745_11_-_1","66753"
4.36213048453353,0.593629576777808,103.072700307377,3.23072420479824e-24,5.0494680880899e-22,"NM_198108_19_-_1","226123"
2.22437104780049,5.76895354731622,102.408530048261,4.51752225877008e-24,6.99406205553545e-22,"NM_177547_1_+_1","170755"
3.10819404503511,-0.454887123921678,102.242472888423,4.91252728409028e-24,7.53453133263604e-22,"NR_003965_9_-_1","677044"
-1.78199606184162,2.55266701319029,100.857872824175,9.88262226523181e-24,1.50170105550666e-21,"NM_001291080_19_-_1","66556"
4.97597947180655,5.8383206123157,100.292551787493,1.31470257798382e-23,1.97941137681582e-21,"NM_009180_11_-_1","20446"
1.26899022393526,4.25725434310304,99.402725555098,2.06038825892548e-23,3.07391197429327e-21,"NM_183146_13_-_1","212281"
-1.38896268108679,4.55150422023171,99.0955782109368,2.40604844183857e-23,3.55726675486601e-21,"NM_009752_9_+_1","12091"
4.62428962902346,3.96917852867073,97.8850664798717,4.43384934333835e-23,6.49677692620765e-21,"NR_003967_7_-_1","209380"
-1.97547386003163,2.68755787857552,97.5709438437168,5.19608395387135e-23,7.54627732451174e-21,"NM_013917_11_-_1","30939"
-1.26197801397438,7.30044116112119,97.4292553454289,5.58152434370996e-23,8.03494701794949e-21,"NM_175026_1_+_1","236312"
1.82209000616971,1.85776306029462,96.0752927601375,1.10596427267684e-22,1.57825910251301e-20,"NM_001267622_5_+_1","209683"
4.86704092044362,-0.0628461022795947,95.959322817071,1.17268325371299e-22,1.65904352385206e-20,"NM_001163810_7_-_1","69301"
1.39110163001037,2.83448146693643,95.8898221275896,1.21458193028601e-22,1.70363282546357e-20,"NM_001163833_10_+_1","73390"
-6.55473963710481,3.56338114440816,95.354730654649,1.59151745894319e-22,2.21342313717938e-20,"NM_001166672_7_-_1","100038909"
-2.91941509378736,5.61198644128398,94.1907661664041,2.86534234113499e-22,3.95152379498877e-20,"NM_023127_15_+_1","17749"
-3.749787221851,0.923767405859676,94.0015703921261,3.15273629016039e-22,4.31162960481852e-20,"NR_102382_11_+_1","67030"
2.12446423975338,-0.402449280644651,92.7252690390235,6.00815370903384e-22,8.14874467098796e-20,"NR_033619_17_+_1","625785"
-0.688668701792936,5.95871772657742,91.5926149630186,1.06489688944398e-21,1.43246088956272e-19,"NM_028243_7_+_1","72461"
5.43168991343449,0.0695011769658081,91.5576086558257,1.08390287671872e-21,1.44617317966105e-19,"NM_175657_13_+_1","319161"
-3.34317771603734,3.66605690056207,90.8888000982753,1.51977468223706e-21,2.00646162280107e-19,"NM_001163401_4_+_1","16157"
4.19747625069432,0.889908386251823,90.8777442105226,1.52829018859383e-21,2.00646162280107e-19,"NM_011748_7_-_1","243906"
4.22610063950577,4.34887497619295,90.3234980192537,2.02236446350694e-21,2.63404946115971e-19,"NM_007404_8_-_1","11502"
-3.91756954233177,6.43090715341599,88.5678129302287,4.91217271336936e-21,6.34753278733106e-19,"NR_037959_7_-_1","69781"
-5.57836275004779,5.61979431346541,86.949886355615,1.1130609101625e-20,1.42706582786537e-18,"NM_016907_2_+_1","20732"
-1.61434022894575,4.65805222877988,86.505783327184,1.39329262529031e-20,1.77250583516584e-18,"NR_040291_1_-_1","78605"
-0.96499747527411,5.95572360528153,85.246396038813,2.63408136063509e-20,3.32522378533711e-18,"NM_001080128_17_+_1","19826"
2.077295939131,2.92540109843747,83.8398056896084,5.36535503477824e-20,6.72143828059128e-18,"NM_001130457_11_-_1","21379"
-2.89035739998472,7.99931890386254,83.5523749694082,6.20500513080881e-20,7.71441963649268e-18,"NM_026611_17_+_1","68195"
3.40256717739396,10.1335592664579,83.3805528335328,6.76845804731348e-20,8.35166654244071e-18,"NM_001083955_11_+_1","110257"
-3.4824813802455,1.00064624482614,83.2616452500907,7.18808258758759e-20,8.80325547349999e-18,"NR_028580_10_+_1","100038752"
-2.41817035077327,1.98027921637703,83.1011390166143,7.79607543317086e-20,9.47714029139015e-18,"NR_003522_5_+_1","57742"
-1.7902079094163,5.3681871327786,82.5956416171955,1.00678818825293e-19,1.21488242333962e-17,"NM_183358_8_+_1","102060"
-1.39368447622109,5.22813866886034,82.5461707891892,1.0323041886003e-19,1.23657985687004e-17,"NM_001301689_9_-_1","28135"
1.78925603061011,2.21232117945168,82.4436757357727,1.08724601321499e-19,1.29295611035298e-17,"NR_103719_8_+_1","234138"
3.335087873073,11.0879276804651,82.3381894853126,1.14684708891278e-19,1.3540221277804e-17,"NM_008218_11_+_1","15122"
-6.88708749389927,1.23448441383352,82.2244532265105,1.21477627782898e-19,1.42397810681795e-17,"NM_001301309_6_-_1","11857"
1.9942018574413,6.7186718045098,82.1890424867946,1.23673609194183e-19,1.43943801452889e-17,"NM_007598_4_-_1","12331"
3.11770900355037,2.42812872683397,80.2450665358133,3.30737216418876e-19,3.82234398496491e-17,"NM_146106_1_-_1","226791"
-0.808645904313032,4.33710432705269,80.2032724242744,3.37807284419331e-19,3.87675198923472e-17,"NM_133767_11_+_1","76784"
-2.37027235429444,2.69342522844619,79.8416090796467,4.05659348702306e-19,4.62310803580107e-17,"NR_028427_19_-_1","381232"
-1.11965813505102,9.04976114790906,79.8017983479605,4.13915817657382e-19,4.68467067832779e-17,"NM_008084_6_-_1","14433"
1.30592597423416,5.23870387662103,79.5922840135684,4.60219309612453e-19,5.17305417126711e-17,"NM_001308506_13_-_1","18115"
0.891059306361308,4.29638838398282,79.2770405025847,5.39834229697408e-19,6.02667996160827e-17,"NM_145416_9_-_1","215194"
1.66977078652064,3.46731321630012,79.0528206562682,6.04713313767629e-19,6.70537175151389e-17,"NR_045346_11_+_1","653030"
4.03293602128019,0.23525094790435,78.9330494366176,6.42508551448019e-19,7.07664955557949e-17,"NR_003564_11_-_1","217066"
-1.28826394552738,3.63547128592898,77.9711849788016,1.04554706174794e-18,1.1438981886897e-16,"NM_001083945_17_-_1","100037282"
-1.43904951939883,4.39142373001837,77.3917719978194,1.40198040329636e-18,1.52370201314547e-16,"NM_025390_7_-_1","66161"
-1.0643258873075,5.1070771853578,76.9768582650693,1.7297293888582e-18,1.86753875003631e-16,"NM_001163445_6_+_1","381820"
0.631305904173675,5.56811499906899,76.8774960533787,1.81898036811266e-18,1.95106449811091e-16,"NM_172674_2_+_1","228829"
1.23075019426997,2.7288886345574,76.1826242693936,2.58607253802432e-18,2.75477910558331e-16,"NM_029655_3_-_1","76561"
-1.11168678233692,4.236087078477,76.1706078959379,2.60185705542266e-18,2.75477910558331e-16,"NM_025872_6_+_1","66964"
1.19062343218491,3.26643459553883,75.9644113308548,2.88823497928279e-18,3.03838616955192e-16,"NM_133984_9_-_1","69536"
-3.65615383984728,4.89815566416309,75.5572577311325,3.54962805183305e-18,3.68566331854376e-16,"NM_172921_9_+_1","244853"
-0.927236883123025,6.06548944396054,75.5454600848516,3.57090041830759e-18,3.68566331854376e-16,"NM_011767_15_+_1","22763"
4.59408244083699,3.25139607624103,75.5061474985567,3.64270981372532e-18,3.73628192206539e-16,"NM_198020_8_+_1","212528"
-1.01462719821571,4.89265996649754,75.285621515125,4.07315082887478e-18,4.15183094737043e-16,"NM_001127189_4_-_1","100041677"
1.09614295390887,6.85594608565931,74.9140785923383,4.91651580509213e-18,4.98055190601031e-16,"NM_019769_2_+_1","56398"
-1.03188130164107,5.57770724515214,74.5826342323323,5.81524931261646e-18,5.85485009014409e-16,"NM_030684_7_+_1","94094"
3.26574297501698,2.65539791927274,74.1674490479727,7.17639351337434e-18,7.18120694804794e-16,"NM_175219_1_-_1","620078"
-2.50060343486421,0.978942951877985,73.6630954034175,9.26550970251074e-18,9.21553210472144e-16,"NM_001123371_14_+_1","667034"
2.52241897893883,1.51982948848842,73.5784574351281,9.67144790833158e-18,9.56133323033913e-16,"NM_029344_11_-_1","75572"
4.03168567920243,4.04748732221651,72.1360616889401,2.00859430514761e-17,1.97383479890882e-15,"NM_010635_8_+_1","16596"
4.67849712721998,0.899774888851848,71.5403214102029,2.71649801514523e-17,2.65359815038979e-15,"NM_001012517_8_+_1","171167"
-1.36691864194864,2.37188476363463,71.4105081991308,2.90122906788123e-17,2.81728226230763e-15,"NM_019802_6_+_1","56316"
-1.83031024899436,11.6962370486209,71.3585702224115,2.97861282812735e-17,2.87541265425871e-15,"NM_011664_11_+_1","22187"
-1.98156431043669,2.46833394688239,71.1965680316747,3.23350069269277e-17,3.10321519694626e-15,"NM_001170591_6_+_1","56748"
2.76648168480392,2.29652604826829,70.9024406591447,3.75333350009622e-17,3.5811602366325e-15,"NM_009767_X_+_1","12212"
-3.64641833366838,0.839411984477455,69.9763548340622,6.00196182571325e-17,5.6935373133977e-15,"NM_001163510_7_+_1","16534"
2.6192972793805,3.65214642500818,69.7521705477977,6.72438188745589e-17,6.34217420431256e-15,"NM_001111102_3_-_1","16905"
2.08944081032255,0.575387270314191,69.6800104041348,6.97494001345324e-17,6.54089946061607e-15,"NM_172532_13_-_1","214579"
-1.05554433807395,4.81930394281626,69.5619773562617,7.40507197880379e-17,6.90480887750846e-15,"NM_199035_7_+_1","381903"
0.780492751715778,3.77681187108751,69.4856461657398,7.69726412780181e-17,7.13671195487884e-15,"NM_173181_3_+_1","67306"
-3.23071941996729,4.93196372907703,69.0260466553492,9.71715904103133e-17,8.95889309114411e-15,"NM_001113532_17_-_1","60532"
-2.95204003528967,2.70766604135675,68.8543784025656,1.06008981303932e-16,9.71906923004933e-15,"NM_021339_9_+_1","57810"
-1.6191359619752,1.57043540817966,68.363283495163,1.35986115389616e-16,1.23981563314388e-14,"NM_029762_9_-_1","76832"
-3.87886228685138,1.23415213297156,67.2943970246357,2.33845027376338e-16,2.12023798026137e-14,"NM_029898_13_+_1","77318"
-2.59779011708776,4.66150085425554,66.304758128894,3.8632497482243e-16,3.45778503703932e-14,"NM_001039160_dup1_7_-_2","74558"
3.3703092426948,7.36982662429308,66.2978231634075,3.87686580229867e-16,3.45778503703932e-14,"NM_009801_3_+_1","12349"
6.07447987399466,6.25288315765334,66.1851470514506,4.10494221173822e-16,3.6414165749641e-14,"NM_010741_15_-_1","17067"
1.28363390692173,3.18123397518899,66.1077222889771,4.26939789900701e-16,3.76694026454861e-14,"NM_001170552_5_+_1","79264"
1.84453824880232,1.93155621615052,66.0665970068165,4.35941477176863e-16,3.82579442885e-14,"NM_013626_1_-_1","18484"
-7.68081769988728,7.77215125775866,65.9312529481212,4.66928639001395e-16,4.05707618193375e-14,"NM_175391_15_-_1","108956"
3.84919012967701,3.4410478576929,65.9299395272225,4.67239899083224e-16,4.05707618193375e-14,"NM_012055_6_-_1","27053"
-0.864080671339463,4.7456504567601,65.2177308800069,6.70634000996309e-16,5.7925129422897e-14,"NM_176902_11_+_1","319370"
-0.627463923164565,5.80265897726765,65.1900109070102,6.80134121204856e-16,5.84381207491774e-14,"NM_029756_1_+_1","76816"
-2.52428330228985,2.34587111184511,64.5921156451097,9.21232504250991e-16,7.87413886836615e-14,"NM_023505_1_+_1","69367"
-2.73792413889894,3.16936889321335,64.3658446292371,1.03334040464285e-15,8.78660589668076e-14,"NR_051981_17_+_1","15016"
5.15434884533912,1.76132230710751,64.3278301399174,1.05347134984314e-15,8.91160738261634e-14,"NM_001168295_12_+_1","238393"
-0.765870116654111,5.73886337715335,64.2310912459392,1.10648786965549e-15,9.31208842508528e-14,"NM_009357_6_-_1","21766"
3.17446498483037,1.49356003868314,64.1664060693827,1.14341877384327e-15,9.57379872323562e-14,"NM_023892_9_+_1","78369"
-0.94620137658861,3.97096328676773,64.1523907934624,1.15158170516921e-15,9.59320170737658e-14,"NM_178392_12_+_1","75627"
-1.5955736228826,5.73445158884982,63.974515665135,1.26039092655487e-15,1.0446603785703e-13,"NM_028865_11_+_1","74319"
3.28172305955087,2.31153963058633,63.6751263011147,1.46725557057809e-15,1.21000659139483e-13,"NM_010213_4_+_1","14201"
1.76607096511962,2.36917688090121,63.6576734118883,1.48031248639131e-15,1.21344970486302e-13,"NM_001205070_7_+_1","66124"
0.590804859357706,5.5896686452865,63.649828915255,1.48621894264498e-15,1.21344970486302e-13,"NM_028291_5_+_1","72587"
-2.5192814846715,0.422110115076512,63.4963365951116,1.60665334755123e-15,1.30528653894372e-13,"NM_001254745_10_-_1","319887"
-0.944887604004667,7.75565143874057,63.4855412689611,1.61548228192204e-15,1.30599407530161e-13,"NM_008974_4_+_1","19244"
1.49852568041224,5.14237863103891,63.3446828217871,1.7352314811463e-15,1.39592567828882e-13,"NM_007757_16_+_1","12892"
-1.23750733902488,4.99893563179374,63.2183485750599,1.85016871052455e-15,1.48112774187407e-13,"NM_026968_2_+_1","69161"
-1.69786927384464,3.98136321289985,63.0359489680037,2.02968136598094e-15,1.61694664549093e-13,"NM_178218_11_+_1","319162"
1.04971181041387,4.34762996806679,62.8251698791499,2.25893538037431e-15,1.79088833465328e-13,"NM_030254_8_+_1","80286"
-3.50293263426652,1.92140475268736,62.7026111588327,2.40396738990883e-15,1.89670715556701e-13,"NM_001293759_8_-_1","22428"
-1.78566587552654,0.455418483853987,62.6202028950715,2.50668876740826e-15,1.96829040009268e-13,"NR_030688_17_-_1","623169"
2.96233532079954,8.94020488804858,62.4736799092475,2.70029410700913e-15,2.10021453033777e-13,"NM_016956_7_-_1","15130"
2.96233532079954,8.94020488804858,62.4736799092475,2.70029410700913e-15,2.10021453033777e-13,"NM_008220_7_-_1","101488143"
2.57467026947167,2.97199857274142,62.0007510293099,3.43326346970802e-15,2.65770220761219e-13,"NM_010360_3_+_1","14866"
0.78040556440071,4.97057249427695,61.5169287638604,4.38952836799257e-15,3.38199765479465e-13,"NM_001083110_X_-_1","18744"
-1.19225421116353,6.49622659028945,61.4402665767817,4.56380891158371e-15,3.49984430130842e-13,"NM_133220_1_+_1","170755"
-0.660397284840691,4.6127294915677,60.9741275821356,5.78298291833229e-15,4.41416431036052e-13,"NM_145605_8_-_1","234825"
1.79067063350709,3.24679058529437,60.5968991139619,7.00442597756991e-15,5.32174234805091e-13,"NM_026527_11_-_1","68044"
-3.08090654441052,1.27960080705423,60.1106732054377,8.9670767954042e-15,6.78150678752895e-13,"NM_001164037_15_+_1","17069"
-1.24233784932124,2.28581742952506,60.0204889203279,9.38750412214905e-15,7.0668958783756e-13,"NM_175184_2_-_1","72543"
-1.99651310900521,2.31208385146004,59.4732771264639,1.2396608891938e-14,9.28953189614586e-13,"NM_001033548_7_-_1","436022"
-4.86631189677041,0.814768810937021,59.3363133167536,1.32901315094855e-14,9.91383400918937e-13,"NM_199195_9_+_1","12040"
2.04144866144222,1.80797416908671,59.2850563519085,1.36408488249724e-14,1.01294104102544e-12,"NR_045872_3_+_1","668224"
